20050112		BI-Roadmaps erfordern sorgf&auml;ltige &Uuml;berpr&uuml;fung	Der Markt für Business Intelligence hat in jüngster Zeit viele Änderungen erlebt. Die Produkt-Roadmaps der BI-Anbieter spiegeln die Marktdynamiken wieder.	/regionalization/code/document.jsp?resId=453963&ct=de&gen=y	/regionalization/img/content/20050128_fp_homepage.jpg	Tue, 01 Feb 2005 17:03:55 GMT
200501154		Prognosen 2005: Gesch&auml;ftliche Zw&auml;nge f&uuml;r BI und Data Warehousing	In 2005 gewinnen Business Intelligence und Date Warehousing an Bedeutung. Hier die Prognosen für Anwender, Infrastruktur und Markt.	/regionalization/code/document.jsp?resId=459024&ct=de&gen=y	/regionalization/img/content/20050114_fp_homepage.jpg	Tue, 01 Feb 2005 17:03:55 GMT
200502312		So wird CRM dabei helfen, wieder h&ouml;here Ums&auml;tze zu erzielen	IT-Abteilungen müssen sich von einem reaktiven, kostenorientierten CRM-Ansatz zur Erhöhung des Return-on-Investment umorientieren.	http://www.gartner.de/research/2005.02_crm2.html		Sun, 03 Apr 2005 14:37:45 GMT
200502316		Absichtsorientierter Fokus belebt CRM	Unternehmen müssen ihre CRM-Strategien auf den geschäftlichen Nutzen und die von den Kunden verfolgte Absicht ausrichten.	http://www.gartner.de/research/2005.02_crm1.html		Sun, 03 Apr 2005 14:37:45 GMT
200503317		Mobile und drahtlose Technologien: Zukunftstrends	Trends im Jahr 2005, z.B. höhere Ausgaben für Netzwerkinfrastruktur, sowie strategische Planungsannahmen bis 2012.	http://www.gartner.de/research/2005.03_mobil-drahtlos.html	http://www.gartner.de/research/images/2005.03_mobil-drahtlos_small.jpg	Sun, 03 Apr 2005 14:37:45 GMT
200503319		Personalabbau und Kostensenkungen im Bereich IT-Services und -Outsourcing	IT-Serviceprovider und IT-Outsourcer versuchen weiterhin, ihre Kosten durch Automation und Personalsubstitution zu senken.	http://www.gartner.de/research/2005.03_outsourcing.html	http://www.gartner.de/research/images/2005.03_outsourcing_small.jpg	Sun, 03 Apr 2005 14:37:45 GMT
20050506401		Cool Vendors 2005 &ndash; Companies that may produce the next 'big thing'	Over 100 small vendors that are innovative, interesting, and have or will have a business impact on the future of IT.	https://www.gartner.com/research/spotlight/asset_125000_895.jsp		
2005042622		Real-World Web: Die massiv vernetzte Welt des Jahres 2015	Drahtlos vernetzte Sensoren und RFID-Tags an jedem Gebrauchsgegenstand bilden ein neues Datennetzwerk.	http://www.gartner.de/research/2005.04_realworld.html	http://www.gartner.de/research/images/2005.04_realworld_small.jpg	Tue, 26 Apr 2005 13:35:00 GMT
2005051140		Aufbau einer flexiblen Plattform f&uuml;r Gesch&auml;ftsprozesse	Unternehmen sollten Plattformen für Geschäftsprozesse implementieren, um ihre IT schnell an veränderte Bedingungen anpassen zu können.	http://www.gartner.de/research/2005.05_bpp.html	http://www.gartner.de/research/images/2005.05_bpp_small.jpg	Wed, 11 May 2005 13:58:28 GMT
2005051830		Gartner's Positions on the Hottest IT Topics and Trends	In Gartner's Positions, Gartner analysts put a stake in the ground on where we stand regarding the top IT issues that our clients face.	https://www.gartner.com/research/special_reports/asset_126977_655.jsp	http://www.gartner.de/research/images/2005.05_positions_small.jpg	Wed, 18 May 2005 15:27:26 GMT
200506648		Software Architecture Conquering IT Complexity		http://www.gartner.com/DisplayDocument?id=481211		
200506649		T-Mobile Trial Gives Picture Messaging Emotional Appeal		http://www.gartner.com/DisplayDocument?id=481997		
200506755		Information Security Investment Priorities Vary Across Europe in 2005		http://www.gartner.com/DisplayDocument?id=481872		
2005061250		Broadband Gives European Businesses Last-Mile Control When Extending WANs		http://www.gartner.com/DisplayDocument?id=481905		
20050766	482854	Why Local-Loop Unbundling Matters for European Businesses		http://www.gartner.com/DisplayDocument?id=482854		Wed, 06 Jul 2005 09:34:32 GMT
200507552	482624	An SOA Approach Will Boost a Bank's Competitiveness  		http://www.gartner.com/DisplayDocument?id=482624		Tue, 05 Jul 2005 09:05:48 GMT
200507551	482519	What Metadata Is and Why You Should Care		http://www.gartner.com/DisplayDocument?id=482519		
2005062426		Increased Phishing and Online Attacks Cause Dip in Consumer Confidence		http://www.gartner.com/DisplayDocument?id=482255		Fri, 24 Jun 2005 15:48:01 GMT
						
						
